Time (s)	Channel 1 (V)	DIO  0	DIO  1	DIO  2	DIO  3
1.924e-05	2.761579326329533	0	1	1	0
1.925e-05	2.761579326329533	0	1	1	0
1.926e-05	2.761579326329533	0	1	1	0
1.927e-05	2.761579326329533	0	1	1	0
1.928e-05	2.761579326329533	0	1	1	0
1.929e-05	2.761579326329533	0	1	1	0
1.93e-05	2.761579326329533	0	1	1	0
1.931e-05	2.761579326329533	0	1	1	0
1.932e-05	2.761579326329533	0	1	1	0
1.933e-05	2.761579326329533	0	1	1	0
1.934e-05	2.761579326329533	0	1	1	0
1.935e-05	2.761579326329533	0	1	1	0
1.936e-05	2.761579326329533	0	1	1	0
1.937e-05	2.761579326329533	0	1	1	0
1.938e-05	2.761579326329533	0	1	1	0
1.939e-05	2.761579326329533	0	1	1	0
1.94e-05	2.761579326329533	0	1	1	0
1.941e-05	2.761579326329533	0	1	1	0
1.942e-05	2.761579326329533	0	1	1	0
1.943e-05	2.761579326329533	0	1	1	0
1.944e-05	2.761579326329533	0	1	1	0
1.945e-05	2.761579326329533	0	1	1	0
1.946e-05	2.761579326329533	0	1	1	0
1.947e-05	2.761579326329533	0	1	1	0
1.948e-05	2.761579326329533	0	1	1	0
1.949e-05	2.761579326329533	0	1	1	0
1.95e-05	2.761579326329533	0	1	1	0
1.951e-05	2.761579326329533	0	1	1	0
1.952e-05	2.761579326329533	0	1	1	0
1.953e-05	2.761579326329533	0	1	1	0
1.954e-05	2.761579326329533	0	1	1	0
1.955e-05	2.761579326329533	0	1	1	0
1.956e-05	2.761579326329533	0	1	1	0
1.957e-05	2.761579326329533	0	1	1	0
1.958e-05	2.761579326329533	0	1	1	0
1.959e-05	2.761579326329533	0	1	1	0
1.96e-05	2.761579326329533	0	1	1	0
1.961e-05	2.761579326329533	0	1	1	0
1.962e-05	2.761579326329533	0	1	1	0
1.963e-05	2.761579326329533	0	1	1	0
1.964e-05	2.761579326329533	0	1	1	0
1.965e-05	2.761579326329533	0	1	1	0
1.966e-05	2.761579326329533	0	1	1	0
1.967e-05	2.761579326329533	0	1	1	0
1.968e-05	2.761579326329533	0	1	1	0
1.969e-05	2.761579326329533	0	1	1	0
1.97e-05	2.761579326329533	0	1	1	0
1.971e-05	2.761579326329533	0	1	1	0
1.972e-05	2.761579326329533	0	1	1	0
1.973e-05	2.761579326329533	0	1	1	0
1.974e-05	2.761579326329533	0	1	1	0
1.975e-05	2.761579326329533	0	1	1	0
1.976e-05	2.761579326329533	0	1	1	0
1.977e-05	2.761579326329533	0	1	1	0
1.978e-05	2.761579326329533	0	1	1	0
1.979e-05	2.761579326329533	0	1	1	0
1.98e-05	2.761579326329533	0	1	1	0
1.981e-05	2.761579326329533	0	1	1	0
1.982e-05	2.761579326329533	0	1	1	0
1.983e-05	2.761579326329533	0	1	1	0
1.984e-05	2.761579326329533	0	1	1	0
1.985e-05	2.761579326329533	0	1	1	0
1.986e-05	2.761579326329533	0	1	1	0
1.987e-05	2.761579326329533	0	1	1	0
1.988e-05	2.761579326329533	0	1	1	0
1.989e-05	2.761579326329533	0	1	1	0
1.99e-05	2.761579326329533	0	1	1	0
1.991e-05	2.761579326329533	0	1	1	0
1.992e-05	2.761579326329533	0	1	1	0
1.993e-05	2.761579326329533	0	1	1	0
1.994e-05	2.761579326329533	0	1	1	0
1.995e-05	2.761579326329533	0	1	1	0
1.996e-05	2.761579326329533	0	1	1	0
1.997e-05	2.761579326329533	0	1	1	0
1.998e-05	2.761579326329533	0	1	1	0
1.999e-05	2.761579326329533	0	1	1	0
2e-05	2.761579326329533	0	1	1	0
2.001e-05	2.761579326329533	0	1	1	0
2.002e-05	2.761579326329533	0	1	1	0
2.003e-05	2.761579326329533	0	1	1	0
2.004e-05	2.761579326329533	0	1	1	0
2.005e-05	2.761579326329533	0	1	1	0
2.006e-05	2.761579326329533	0	1	1	0
2.007e-05	2.761579326329533	0	1	1	0
2.008e-05	2.761579326329533	0	1	1	0
2.009e-05	2.761579326329533	0	1	1	0
2.01e-05	2.761579326329533	0	1	1	0
2.011e-05	2.761579326329533	0	1	1	0
2.012e-05	2.761579326329533	0	1	1	0
2.013e-05	2.761579326329533	0	1	1	0
2.014e-05	2.761579326329533	0	1	1	0
2.015e-05	2.761579326329533	0	1	1	0
2.016e-05	2.761579326329533	0	1	1	0
2.017e-05	2.761579326329533	0	1	1	0
2.018e-05	2.761579326329533	0	1	1	0
2.019e-05	2.761579326329533	0	1	1	0
2.02e-05	2.761579326329533	0	1	1	0
2.021e-05	2.761579326329533	0	1	1	0
2.022e-05	2.761579326329533	0	1	1	0
2.023e-05	2.761579326329533	0	1	1	0
2.024e-05	2.761579326329533	0	1	1	0
2.025e-05	2.761579326329533	0	1	1	0
2.026e-05	2.761579326329533	0	1	1	0
2.027e-05	2.761579326329533	0	1	1	0
2.028e-05	2.761579326329533	0	1	1	0
2.029e-05	2.761579326329533	0	1	1	0
2.03e-05	2.761579326329533	0	1	1	0
2.031e-05	2.761579326329533	0	1	1	0
2.032e-05	2.761579326329533	0	1	1	0
2.033e-05	2.761579326329533	0	1	1	0
2.034e-05	2.761579326329533	0	1	1	0
2.035e-05	2.761579326329533	0	1	1	0
2.036e-05	2.761579326329533	0	1	1	0
2.037e-05	2.761579326329533	0	1	1	0
2.038e-05	2.761579326329533	0	1	1	0
2.039e-05	2.761579326329533	0	1	1	0
2.04e-05	2.761579326329533	0	1	1	0
2.041e-05	2.761579326329533	0	1	1	0
2.042e-05	2.761579326329533	0	1	1	0
2.043e-05	2.761579326329533	0	1	1	0
2.044e-05	2.761579326329533	0	1	1	0
2.045e-05	2.761579326329533	0	1	1	0
2.046e-05	2.761579326329533	0	1	1	0
2.047e-05	2.761579326329533	0	1	1	0
2.048e-05	2.761579326329533	0	1	1	0
2.049e-05	2.761579326329533	0	1	1	0
2.05e-05	2.761579326329533	0	1	1	0
2.051e-05	2.761579326329533	0	1	1	0
2.052e-05	2.761579326329533	0	1	1	0
2.053e-05	2.761579326329533	0	1	1	0
2.054e-05	2.761579326329533	0	1	1	0
2.055e-05	2.761579326329533	0	1	1	0
2.056e-05	2.761579326329533	0	1	1	0
2.057e-05	2.761579326329533	0	1	1	0
2.058e-05	2.761579326329533	0	1	1	0
2.059e-05	2.761579326329533	0	1	1	0
2.06e-05	2.761579326329533	0	1	1	0
2.061e-05	2.761579326329533	0	1	1	0
2.062e-05	2.761579326329533	0	1	1	0
2.063e-05	2.761579326329533	0	1	1	0
2.064e-05	2.761579326329533	0	1	1	0
2.065e-05	2.761579326329533	0	1	1	0
2.066e-05	2.761579326329533	0	1	1	0
2.067e-05	2.761579326329533	0	1	1	0
2.068e-05	2.761579326329533	0	1	1	0
2.069e-05	2.761579326329533	0	1	1	0
2.07e-05	2.761579326329533	0	1	1	0
2.071e-05	2.761579326329533	0	1	1	0
2.072e-05	2.761579326329533	0	1	1	0
2.073e-05	2.761579326329533	0	1	1	0
2.074e-05	2.761579326329533	0	1	1	0
2.075e-05	2.761579326329533	0	1	1	0
2.076e-05	2.761579326329533	0	1	1	0
2.077e-05	2.761579326329533	0	1	1	0
2.078e-05	2.761579326329533	0	1	1	0
2.079e-05	2.761579326329533	0	1	1	0
2.08e-05	2.761579326329533	0	1	1	0
2.081e-05	2.761579326329533	0	1	1	0
2.082e-05	2.761579326329533	0	1	1	0
2.083e-05	2.761579326329533	0	1	1	0
2.084e-05	2.761579326329533	0	1	1	0
2.085e-05	2.761579326329533	0	1	1	0
2.086e-05	2.761579326329533	0	1	1	0
2.087e-05	2.761579326329533	0	1	1	0
2.088e-05	2.761579326329533	0	1	1	0
2.089e-05	2.761579326329533	0	1	1	0
2.09e-05	2.761579326329533	0	1	1	0
2.091e-05	2.761579326329533	0	1	1	0
2.092e-05	2.761579326329533	0	1	1	0
2.093e-05	2.761579326329533	0	1	1	0
2.094e-05	2.761579326329533	0	1	1	0
2.095e-05	2.761579326329533	0	1	1	0
2.096e-05	2.761579326329533	0	1	1	0
2.097e-05	2.761579326329533	0	1	1	0
2.098e-05	2.761579326329533	0	1	1	0
2.099e-05	2.761579326329533	0	1	1	0
2.1e-05	2.761579326329533	0	1	1	0
2.101e-05	2.761579326329533	0	1	1	0
2.102e-05	2.761579326329533	0	1	1	0
2.103e-05	2.761579326329533	0	1	1	0
2.104e-05	2.761579326329533	0	1	1	0
2.105e-05	2.761579326329533	0	1	1	0
2.106e-05	2.761579326329533	0	1	1	0
2.107e-05	2.761579326329533	0	1	1	0
2.108e-05	2.761579326329533	0	1	1	0
2.109e-05	2.761579326329533	0	1	1	0
2.11e-05	2.761579326329533	0	1	1	0
2.111e-05	2.761579326329533	0	1	1	0
2.112e-05	2.761579326329533	0	1	1	0
2.113e-05	2.761579326329533	0	1	1	0
2.114e-05	2.761579326329533	0	1	1	0
2.115e-05	2.761579326329533	0	1	1	0
2.116e-05	2.761579326329533	0	1	1	0
2.117e-05	2.761579326329533	0	1	1	0
2.118e-05	2.761579326329533	0	1	1	0
2.119e-05	2.761579326329533	0	1	1	0
2.12e-05	2.761579326329533	0	1	1	0
2.121e-05	2.761579326329533	0	1	1	0
2.122e-05	2.761579326329533	0	1	1	0
2.123e-05	2.761579326329533	0	1	1	0
2.124e-05	2.761579326329533	0	1	1	0
2.125e-05	2.761579326329533	0	1	1	0
2.126e-05	2.761579326329533	0	1	1	0
2.127e-05	2.761579326329533	0	1	1	0
2.128e-05	2.761579326329533	0	1	1	0
2.129e-05	2.761579326329533	0	1	1	0
2.13e-05	2.761579326329533	0	1	1	0
2.131e-05	2.761579326329533	0	1	1	0
2.132e-05	2.761579326329533	0	1	1	0
2.133e-05	2.761579326329533	0	1	1	0
2.134e-05	2.761579326329533	0	1	1	0
2.135e-05	2.761579326329533	0	1	1	0
2.136e-05	2.761579326329533	0	1	1	0
2.137e-05	2.761579326329533	0	1	1	0
2.138e-05	2.761579326329533	0	1	1	0
2.139e-05	2.761579326329533	0	1	1	0
2.14e-05	2.761579326329533	0	1	1	0
2.141e-05	2.761579326329533	0	1	1	0
2.142e-05	2.761579326329533	0	1	1	0
2.143e-05	2.761579326329533	0	1	1	0
2.144e-05	2.761579326329533	0	1	1	0
2.145e-05	2.761579326329533	0	1	1	0
2.146e-05	2.761579326329533	0	1	1	0
2.147e-05	2.761579326329533	0	1	1	0
2.148e-05	2.761579326329533	0	1	1	0
2.149e-05	2.761579326329533	0	1	1	0
2.15e-05	2.761579326329533	0	1	1	0
2.151e-05	2.761579326329533	0	1	1	0
2.152e-05	2.761579326329533	0	1	0	0
2.153e-05	2.761579326329533	0	1	0	0
2.154e-05	2.761579326329533	0	1	0	0
2.155e-05	2.761579326329533	0	1	0	0
2.156e-05	2.761579326329533	0	1	0	0
2.157e-05	2.761579326329533	0	1	0	0
2.158e-05	2.761579326329533	0	1	0	0
2.159e-05	2.761579326329533	0	1	0	0
2.16e-05	2.761579326329533	0	1	0	0
2.161e-05	2.761579326329533	0	1	0	0
2.162e-05	2.761579326329533	0	1	0	0
2.163e-05	2.761579326329533	0	1	0	0
2.164e-05	2.761579326329533	0	1	0	0
2.165e-05	2.761579326329533	0	1	0	0
2.166e-05	2.761579326329533	0	1	0	0
2.167e-05	2.761579326329533	0	1	0	0
2.168e-05	2.761579326329533	0	1	0	0
2.169e-05	2.761579326329533	0	1	0	0
2.17e-05	2.761579326329533	0	1	0	0
2.171e-05	2.761579326329533	0	1	0	0
2.172e-05	2.761579326329533	0	1	0	0
2.173e-05	2.761579326329533	0	1	0	0
2.174e-05	2.761579326329533	0	1	0	0
2.175e-05	2.761579326329533	0	1	0	0
2.176e-05	2.761579326329533	0	1	0	0
2.177e-05	2.761579326329533	0	1	0	0
2.178e-05	2.761579326329533	0	1	0	0
2.179e-05	2.761579326329533	0	1	0	0
2.18e-05	2.761579326329533	0	1	0	0
2.181e-05	2.761579326329533	0	1	0	0
2.182e-05	2.761579326329533	0	1	0	0
2.183e-05	2.761579326329533	0	1	0	0
2.184e-05	2.761579326329533	0	1	0	0
2.185e-05	2.761579326329533	0	1	0	0
2.186e-05	2.761579326329533	0	1	0	0
2.187e-05	2.761579326329533	0	1	0	0
2.188e-05	2.761579326329533	0	1	0	0
2.189e-05	2.761579326329533	0	1	0	0
2.19e-05	2.761579326329533	0	1	0	0
2.191e-05	2.761579326329533	0	1	0	0
2.192e-05	2.761579326329533	0	1	0	0
2.193e-05	2.761579326329533	0	1	0	0
2.194e-05	2.761579326329533	0	1	0	0
2.195e-05	2.761579326329533	0	1	0	0
2.196e-05	2.761579326329533	0	1	0	0
2.197e-05	2.761579326329533	0	1	0	0
2.198e-05	2.761579326329533	0	1	0	0
2.199e-05	2.761579326329533	0	1	0	0
2.2e-05	2.761579326329533	0	1	0	0
2.201e-05	2.761579326329533	0	1	0	0
2.202e-05	2.761579326329533	0	1	0	0
2.203e-05	2.761579326329533	0	1	0	0
2.204e-05	2.761579326329533	0	1	0	0
2.205e-05	2.761579326329533	0	1	0	0
2.206e-05	2.761579326329533	0	1	0	0
2.207e-05	2.761579326329533	0	1	0	0
2.208e-05	2.761579326329533	0	1	0	0
2.209e-05	2.761579326329533	0	1	0	0
2.21e-05	2.761579326329533	0	1	0	0
2.211e-05	2.761579326329533	0	1	0	0
2.212e-05	2.761579326329533	0	1	0	0
2.213e-05	2.761579326329533	0	1	0	0
2.214e-05	2.761579326329533	0	1	0	0
2.215e-05	2.761579326329533	0	1	0	0
2.216e-05	2.761579326329533	0	1	0	0
2.217e-05	2.761579326329533	0	1	0	0
2.218e-05	2.761579326329533	0	1	0	0
2.219e-05	2.761579326329533	0	1	0	0
2.22e-05	2.761579326329533	0	1	0	0
2.221e-05	2.761579326329533	0	1	0	0
2.222e-05	2.761579326329533	0	1	0	0
2.223e-05	2.761579326329533	0	1	0	0
2.224e-05	2.761579326329533	0	1	0	0
2.225e-05	2.761579326329533	0	1	0	0
2.226e-05	2.761579326329533	0	1	0	0
2.227e-05	2.761579326329533	0	1	0	0
2.228e-05	2.761579326329533	0	1	0	0
2.229e-05	2.761579326329533	0	1	0	0
2.23e-05	2.761579326329533	0	1	0	0
2.231e-05	2.761579326329533	0	1	0	0
2.232e-05	2.761579326329533	0	1	0	0
2.233e-05	2.761579326329533	0	1	0	0
2.234e-05	2.761579326329533	0	1	0	0
2.235e-05	2.761579326329533	0	1	0	0
2.236e-05	2.761579326329533	0	1	0	0
2.237e-05	2.761579326329533	0	1	0	0
2.238e-05	2.761579326329533	0	1	0	0
2.239e-05	2.761579326329533	0	1	0	0
2.24e-05	2.761579326329533	0	1	0	0
2.241e-05	2.761579326329533	0	1	0	0
2.242e-05	2.761579326329533	0	1	0	0
2.243e-05	2.761579326329533	0	1	0	0
2.244e-05	2.761579326329533	0	1	0	0
2.245e-05	2.761579326329533	0	1	0	0
2.246e-05	2.761579326329533	0	1	0	0
2.247e-05	2.761579326329533	0	1	0	0
2.248e-05	2.761579326329533	0	1	0	0
2.249e-05	2.761579326329533	0	1	0	0
2.25e-05	2.761579326329533	0	1	0	0
2.251e-05	2.761579326329533	0	1	0	0
2.252e-05	2.761579326329533	0	1	0	0
2.253e-05	2.761579326329533	0	1	0	0
2.254e-05	2.761579326329533	0	1	0	0
2.255e-05	2.761579326329533	0	1	0	0
2.256e-05	2.761579326329533	0	1	0	0
2.257e-05	2.761579326329533	0	1	0	0
2.258e-05	2.761579326329533	0	1	0	0
2.259e-05	2.761579326329533	0	1	0	0
2.26e-05	2.761579326329533	0	1	0	0
2.261e-05	2.761579326329533	0	1	0	0
2.262e-05	2.761579326329533	0	1	0	0
2.263e-05	2.761579326329533	0	1	0	0
2.264e-05	2.761579326329533	0	1	0	0
2.265e-05	2.761579326329533	0	1	0	0
2.266e-05	2.761579326329533	0	1	0	0
2.267e-05	2.761579326329533	0	1	0	0
2.268e-05	2.761579326329533	0	1	0	0
2.269e-05	2.761579326329533	0	1	0	0
2.27e-05	2.761579326329533	0	1	0	0
2.271e-05	2.761579326329533	0	1	0	0
2.272e-05	2.761579326329533	0	1	0	0
2.273e-05	2.761579326329533	0	1	0	0
2.274e-05	2.761579326329533	0	1	0	0
2.275e-05	2.761579326329533	0	1	0	0
2.276e-05	2.761579326329533	0	1	0	0
2.277e-05	2.761579326329533	0	1	0	0
2.278e-05	2.761579326329533	0	1	0	0
2.279e-05	2.761579326329533	0	1	0	0
2.28e-05	2.761579326329533	0	1	0	0
2.281e-05	2.761579326329533	0	1	0	0
2.282e-05	2.761579326329533	0	1	0	0
2.283e-05	2.761579326329533	0	1	0	0
2.284e-05	2.761579326329533	0	1	0	0
2.285e-05	2.761579326329533	0	1	0	0
2.286e-05	2.761579326329533	0	1	0	0
2.287e-05	2.761579326329533	0	1	0	0
2.288e-05	2.761579326329533	0	1	0	0
2.289e-05	2.761579326329533	0	1	0	0
2.29e-05	2.761579326329533	0	1	0	0
2.291e-05	2.761579326329533	0	1	0	0
2.292e-05	2.761579326329533	0	1	0	0
2.293e-05	2.761579326329533	0	1	0	0
2.294e-05	2.761579326329533	0	1	0	0
2.295e-05	2.761579326329533	0	1	0	0
2.296e-05	2.761579326329533	0	1	0	0
2.297e-05	2.761579326329533	0	1	0	0
2.298e-05	2.761579326329533	0	1	0	0
2.299e-05	2.761579326329533	0	1	0	0
2.3e-05	2.761579326329533	0	1	0	0
2.301e-05	2.761579326329533	0	1	0	0
2.302e-05	2.761579326329533	0	1	0	0
2.303e-05	2.761579326329533	0	1	0	0
2.304e-05	2.761579326329533	0	1	0	0
2.305e-05	2.761579326329533	0	1	0	0
2.306e-05	2.761579326329533	0	1	0	0
2.307e-05	2.761579326329533	0	1	0	0
2.308e-05	2.761579326329533	0	1	0	0
2.309e-05	2.761579326329533	0	1	0	0
2.31e-05	2.761579326329533	0	1	0	0
2.311e-05	2.761579326329533	0	1	0	0
2.312e-05	2.761579326329533	0	1	0	0
2.313e-05	2.761579326329533	0	1	0	0
2.314e-05	2.761579326329533	0	1	0	0
2.315e-05	2.761579326329533	0	1	0	0
2.316e-05	2.761579326329533	0	1	0	0
2.317e-05	2.761579326329533	0	1	0	0
2.318e-05	2.761579326329533	0	1	0	0
2.319e-05	2.761579326329533	0	1	0	0
2.32e-05	2.761579326329533	0	1	0	0
2.321e-05	2.761579326329533	0	1	0	0
2.322e-05	2.761579326329533	0	1	0	0
2.323e-05	2.761579326329533	0	1	0	0
2.324e-05	2.761579326329533	0	1	0	0
2.325e-05	2.761579326329533	0	1	0	0
2.326e-05	2.761579326329533	0	1	0	0
2.327e-05	2.761579326329533	0	1	0	0
2.328e-05	2.761579326329533	0	1	0	0
2.329e-05	2.761579326329533	0	1	0	0
2.33e-05	2.761579326329533	0	1	0	0
2.331e-05	2.761579326329533	0	1	0	0
2.332e-05	2.761579326329533	0	1	0	0
2.333e-05	2.761579326329533	0	1	0	0
2.334e-05	2.761579326329533	0	1	0	0
2.335e-05	2.761579326329533	0	1	0	0
2.336e-05	2.761579326329533	0	1	0	0
2.337e-05	2.761579326329533	0	1	0	0
2.338e-05	2.761579326329533	0	1	0	0
2.339e-05	2.761579326329533	0	1	0	0
2.34e-05	2.761579326329533	0	1	0	0
2.341e-05	2.761579326329533	0	1	0	0
2.342e-05	2.761579326329533	0	1	0	0
2.343e-05	2.761579326329533	0	1	0	0
2.344e-05	2.761579326329533	0	1	0	0
2.345e-05	2.761579326329533	0	1	0	0
2.346e-05	2.761579326329533	0	1	0	0
2.347e-05	2.761579326329533	0	1	0	0
2.348e-05	2.761579326329533	0	1	0	0
2.349e-05	2.761579326329533	0	1	0	0
2.35e-05	2.761579326329533	0	1	0	0
2.351e-05	2.761579326329533	0	1	0	0
2.352e-05	2.761579326329533	0	1	0	0
2.353e-05	2.761579326329533	0	1	0	0
2.354e-05	2.761579326329533	0	1	0	0
2.355e-05	2.761579326329533	0	1	0	0
2.356e-05	2.761579326329533	0	1	0	0
2.357e-05	2.761579326329533	0	1	0	0
2.358e-05	2.761579326329533	0	1	0	0
2.359e-05	2.761579326329533	0	1	0	0
2.36e-05	2.761579326329533	0	1	0	0
2.361e-05	2.761579326329533	0	1	0	0
2.362e-05	2.761579326329533	0	1	0	0
2.363e-05	2.761579326329533	0	1	0	0
2.364e-05	2.761579326329533	0	1	0	0
2.365e-05	2.761579326329533	0	1	0	0
2.366e-05	2.761579326329533	0	1	0	0
2.367e-05	2.761579326329533	0	1	0	0
2.368e-05	2.761579326329533	0	1	0	0
2.369e-05	2.761579326329533	0	1	0	0
2.37e-05	2.761579326329533	0	1	0	0
2.371e-05	2.761579326329533	0	1	0	0
2.372e-05	2.761579326329533	0	1	0	0
2.373e-05	2.761579326329533	0	1	0	0
2.374e-05	2.761579326329533	0	1	0	0
2.375e-05	2.761579326329533	0	1	0	0
2.376e-05	2.761579326329533	0	1	0	0
2.377e-05	2.761579326329533	0	1	0	0
2.378e-05	2.761579326329533	0	1	0	0
2.379e-05	2.761579326329533	0	1	0	0
2.38e-05	2.761579326329533	0	1	0	0
2.381e-05	2.761579326329533	0	1	0	0
2.382e-05	2.761579326329533	0	1	0	0
2.383e-05	2.761579326329533	0	1	0	0
2.384e-05	2.761579326329533	0	1	0	0
2.385e-05	2.761579326329533	0	1	0	0
2.386e-05	2.761579326329533	0	1	0	0
2.387e-05	2.761579326329533	0	1	0	0
2.388e-05	2.761579326329533	0	1	0	0
2.389e-05	2.761579326329533	0	1	0	0
2.39e-05	2.761579326329533	0	1	0	0
2.391e-05	2.761579326329533	0	1	0	0
2.392e-05	2.761579326329533	0	1	0	0
2.393e-05	2.761579326329533	0	1	0	0
2.394e-05	2.761579326329533	0	1	0	0
2.395e-05	2.761579326329533	0	1	0	0
2.396e-05	2.761579326329533	0	1	0	0
2.397e-05	2.761579326329533	0	1	0	0
2.398e-05	2.761579326329533	0	1	0	0
2.399e-05	2.761579326329533	0	1	0	0
2.4e-05	2.761579326329533	0	1	0	0
2.401e-05	2.761579326329533	0	1	0	0
2.402e-05	2.761579326329533	0	1	0	0
2.403e-05	2.761579326329533	0	1	0	0
2.404e-05	2.761579326329533	0	1	0	0
2.405e-05	2.761579326329533	0	1	0	0
2.406e-05	2.761579326329533	0	1	0	0
2.407e-05	2.761579326329533	0	1	0	0
2.408e-05	2.761579326329533	0	1	0	0
2.409e-05	2.761579326329533	0	1	0	0
2.41e-05	2.761579326329533	0	1	0	0
2.411e-05	2.761579326329533	0	1	0	0
2.412e-05	2.761579326329533	0	1	0	0
2.413e-05	2.761579326329533	0	1	0	0
2.414e-05	2.761579326329533	0	1	0	0
2.415e-05	2.761579326329533	0	1	0	0
2.416e-05	2.761579326329533	0	1	0	0
2.417e-05	2.761579326329533	0	1	0	0
2.418e-05	2.761579326329533	0	1	0	0
2.419e-05	2.761579326329533	0	1	0	0
2.42e-05	2.761579326329533	0	1	0	0
2.421e-05	2.761579326329533	0	1	0	0
2.422e-05	2.761579326329533	0	1	0	0
2.423e-05	2.761579326329533	0	1	0	0
2.424e-05	2.761579326329533	0	1	0	0
2.425e-05	2.761579326329533	0	1	0	0
2.426e-05	2.761579326329533	0	1	0	0
2.427e-05	2.761579326329533	0	1	0	0
2.428e-05	2.761579326329533	0	1	0	0
2.429e-05	2.761579326329533	0	1	0	0
2.43e-05	2.761579326329533	0	1	0	0
2.431e-05	2.761579326329533	0	1	0	0
2.432e-05	2.761579326329533	0	1	0	1
2.433e-05	2.761579326329533	0	1	0	1
2.434e-05	2.761579326329533	0	1	0	1
2.435e-05	2.761579326329533	0	1	0	1
2.436e-05	2.761579326329533	0	1	0	1
2.437e-05	2.761579326329533	0	1	0	1
2.438e-05	2.761579326329533	0	1	0	1
2.439e-05	2.761579326329533	0	1	0	1
2.44e-05	2.761579326329533	0	1	0	1
2.441e-05	2.761579326329533	0	1	0	1
2.442e-05	2.761579326329533	0	1	0	1
2.443e-05	2.761579326329533	0	1	0	1
2.444e-05	2.761579326329533	0	1	0	1
2.445e-05	2.761579326329533	0	1	0	1
2.446e-05	2.761579326329533	0	1	0	1
2.447e-05	2.761579326329533	0	1	0	1
2.448e-05	2.761579326329533	0	1	0	1
2.449e-05	2.761579326329533	0	1	0	1
2.45e-05	2.761579326329533	0	1	0	1
2.451e-05	2.69010342675389	0	1	0	1
2.452e-05	2.591992640072229	0	1	0	1
2.453e-05	2.493207552451175	0	1	0	1
2.454e-05	2.396108217178604	0	1	0	1
2.455e-05	2.297997430496943	0	1	0	1
2.456e-05	2.199886643815282	0	1	0	1
2.457e-05	2.102787308542711	0	1	0	1
2.458e-05	2.007710876088317	0	1	0	1
2.459e-05	1.910611540815746	0	1	0	1
2.46e-05	1.807780647558335	0	1	0	1
2.461e-05	1.715401418861514	0	1	0	1
2.462e-05	1.620324986407121	0	1	0	1
2.463e-05	1.523899952073942	0	1	0	1
2.464e-05	1.435566529013478	0	1	0	1
2.465e-05	1.343187300316656	0	1	0	1
2.466e-05	1.252493823968317	0	1	0	1
2.467e-05	1.164497551377549	0	1	0	1
2.468e-05	1.075152676907995	0	0	0	1
2.469e-05	0.9891793071354055	0	0	0	1
2.47e-05	0.9052288401809947	0	0	0	1
2.471e-05	0.8209412227568874	0	0	0	1
2.472e-05	0.7430594642570123	0	0	0	1
2.473e-05	0.6651777057571372	0	0	0	1
2.474e-05	0.5906674519542264	0	0	0	1
2.475e-05	0.5259345617725121	0	0	0	1
2.476e-05	0.4632245744089763	0	0	0	1
2.477e-05	0.4059089945605833	0	0	0	1
2.478e-05	0.3499420165909761	0	0	0	1
2.479e-05	0.3007180480152975	0	0	0	1
2.48e-05	0.2558770355456724	0	0	0	1
2.481e-05	0.2133960763639224	0	0	0	1
2.482e-05	0.1726008695306545	0	0	0	1
2.483e-05	0.136862919742833	0	0	0	1
2.484e-05	0.1004506690156186	0	0	0	1
2.485e-05	0.07078142768233289	0	0	0	1
2.486e-05	0.04212363775813641	0	0	0	1
2.487e-05	0.02088315816726138	0	0	0	1
2.488e-05	0.00503708609152922	0	0	0	1
2.489e-05	-0.004065976590274365	0	0	0	1
2.49e-05	-0.01215758786298866	0	0	0	1
2.491e-05	-0.01586624302964938	0	0	0	1
2.492e-05	-0.01856344678722081	0	0	0	1
2.493e-05	-0.02024919913570296	0	0	0	1
2.494e-05	-0.02227210195388153	0	0	0	1
2.495e-05	-0.02463215524175653	0	0	0	1
2.496e-05	-0.02631790759023868	0	0	0	1
2.497e-05	-0.02699220852963154	0	0	0	1
2.498e-05	-0.02665505805993511	0	0	0	1
2.499e-05	-0.02968941228720297	0	0	0	1
2.5e-05	-0.03103801416598869	0	0	0	1
2.501e-05	-0.03070086369629226	0	0	0	1
2.502e-05	-0.03373521792356012	0	0	0	1
2.503e-05	-0.03407236839325655	0	0	0	1
2.504e-05	-0.03407236839325655	0	0	0	1
2.505e-05	-0.0357581207417387	0	0	0	1
2.506e-05	-0.03508381980234584	0	0	0	1
2.507e-05	-0.03744387309022084	0	0	0	1
2.508e-05	-0.03845532449931013	0	0	0	1
2.509e-05	-0.03879247496900656	0	0	0	1
2.51e-05	-0.03912962543870298	0	0	0	1
2.511e-05	-0.03879247496900656	0	0	0	1
2.512e-05	-0.03946677590839941	0	0	0	1
2.513e-05	-0.04182682919627442	0	0	0	1
2.514e-05	-0.04148967872657799	0	0	0	1
2.515e-05	-0.04216397966597085	0	0	0	1
2.516e-05	-0.04216397966597085	0	0	0	1
2.517e-05	-0.04418688248414942	0	0	0	1
2.518e-05	-0.04351258154475656	0	0	0	1
2.519e-05	-0.04452403295384585	0	0	0	1
2.52e-05	-0.04553548436293513	0	0	0	1
2.521e-05	-0.04587263483263156	0	0	0	1
2.522e-05	-0.04486118342354228	0	0	0	1
2.523e-05	-0.04823268812050657	0	0	0	1
2.524e-05	-0.04620978530232799	0	0	0	1
2.525e-05	-0.04823268812050657	0	0	0	1
